name,phone,URL,address,newAddress,_GC_TYPE,_CLEANADDR,_X,_Y
고요한 순간 심리상담센터 은평,010-4825-9042,,서울 은평구 진관3로 32 B동 3층 314호,서울특별시 은평구 진관3로 32 B동 3층 314호,정,서울특별시 은평구 진관3로 32 (진관동),126.92061478216219,37.639359570802185
희망나무심리상담센터 광나루점,02-447-0179,http://instagram.com/fullyunderstanding,서울 광진구 아차산로 634 대오빌딩 3층 308호,서울특별시 광진구 아차산로 634 대오빌딩 3층 308호,정,서울특별시 광진구 아차산로 634 (광장동),127.10829971920353,37.54899365163168
이엘 심리상담센터,0507-1449-2419,,서울 서대문구 세검정로3길 56-9 2층,서울특별시 서대문구 세검정로3길 56-9 2층,정,서울특별시 서대문구 세검정로3길 56-9 (홍제동),126.94741835312811,37.59336695463957
별하언어심리상담센터,02-2686-7942,https://blog.naver.com/byulha2016,서울 구로구 경인로 373 문화골든타워 301호,서울특별시 구로구 경인로 373 문화골든타워 301호,정,서울특별시 구로구 경인로 373 (고척동),126.86191487971986,37.49692146310345
마음엘심리상담센터,02-3471-2211,http://mindel.webflow.io/,서울 서초구 효령로 117 보리빌딩 3층,서울특별시 서초구 효령로 117 보리빌딩 3층,정,서울특별시 서초구 효령로 117 (방배동),126.99694133146448,37.481464042587795
한마음 심리상담센터,0507-1408-6360,http://www.maumcenter.com/,서울 강남구 영동대로 216,서울특별시 강남구 영동대로 216,정,서울특별시 강남구 영동대로 216 (대치동),127.06946217843515,37.49840195694632
안신동심리상담센터,010-9381-1298,https://www.instagram.com/ansin_dong,서울 은평구 진관3로 32 은평뉴타운파크앤타워 B동 414호,서울특별시 은평구 진관3로 32 은평뉴타운파크앤타워 B동 414호,정,서울특별시 은평구 진관3로 32 (진관동),126.92061478216219,37.639359570802185
새벽별심리상담센터,0507-1478-7502,https://www.instagram.com/dawnstar_mindtherapy,서울 성동구 왕십리로 410 센트라스 아이동 144호,서울특별시 성동구 왕십리로 410 센트라스 아이동 144호,정,서울특별시 성동구 왕십리로 410 (하왕십리동),127.02498118769569,37.567115081505975
공감심리상담센터,0507-1395-5769,https://blog.naver.com/yycheol7,서울 강북구 도봉로 328 가든타워빌딩 1318호 (4호선수유역 4번출구와 연결),서울특별시 강북구 도봉로 328 가든타워빌딩 1318호 (4호선수유역 4번출구와 연결),정,서울특별시 강북구 도봉로 328 (번동),127.02519083641275,37.637127223045404
서울부부가족치료연구소 서가연심리상담센터,0507-1420-9915,https://systherapy.modoo.at,서울 서초구 사임당로17길 48 1층,서울특별시 서초구 사임당로17길 48 1층,정,서울특별시 서초구 사임당로17길 48 (서초동),127.0173868344386,37.49128952767829
아리심리상담센터,070-7792-5135,http://www.aricenter.co.kr/,서울 송파구 오금로 519,서울특별시 송파구 오금로 519,정,서울특별시 송파구 오금로 519 (거여동),127.14652257983411,37.49309241146209
스며듬심리상담센터,0507-1356-1879,https://permeatepsy.modoo.at/,서울 강서구 화곡로31다길 20,서울특별시 강서구 화곡로31다길 20,정,서울특별시 강서구 화곡로31다길 20 (화곡동),126.839891342416,37.54479288229773
이화심리상담센터,02-2614-7222,http://www.ewhahealing.kr,서울 구로구 고척로 237 302호,서울특별시 구로구 고척로 237 302호,정,서울특별시 구로구 고척로 237 (고척동),126.85929580074327,37.50662643914095
맘앤마음 심리상담센터,02-433-6252,http://www.momnmaum.co.kr,서울 중랑구 양원역로16길 103-49 1~2층,서울특별시 중랑구 양원역로16길 103-49 1~2층,정,서울특별시 중랑구 양원역로16길 103-49 (망우동),127.11350999144682,37.60872944506346
치유심리상담센터,02-3280-7572,https://healingfull.modoo.at,서울 동작구 상도로 60 9층,서울특별시 동작구 상도로 60 9층,정,서울특별시 동작구 상도로 60 (대방동),126.92715315938025,37.49956143506976
심리상담센터 공간,010-7176-2232,,서울 금천구 시흥대로 189 인피니움타워 912호,서울특별시 금천구 시흥대로 189 인피니움타워 912호,정,서울특별시 금천구 시흥대로 189 (시흥동),126.90146271245212,37.45063874550677
정심리상담센터,0507-1478-7570,,서울 마포구 백범로 90 7층 정심리상담센터,서울특별시 마포구 백범로 90 7층 정심리상담센터,정,서울특별시 마포구 백범로 90 (대흥동),126.94152500514178,37.54784255740877
행복디자인심리상담센터,02-6232-2080,http://www.hdcc.kr/,서울 서초구 강남대로 381 1206호,서울특별시 서초구 강남대로 381 1206호,정,서울특별시 서초구 강남대로 381 (서초동),127.02769948121013,37.49667509027929
서울심리상담센터,02-6964-7026,http://www.ymcounseling.co.kr/,서울 종로구 율곡로 154 서울상담심리대학원대학교 2층,서울특별시 종로구 율곡로 154 서울상담심리대학원대학교 2층,정,서울특별시 종로구 율곡로 154 (원남동),126.99592885628445,37.57607689015584
심지아심리상담센터,0507-1354-3589,http://pf.kakao.com/_YsLzK,서울 종로구 종로 1 교보빌딩 15층,서울특별시 종로구 종로 1 교보빌딩 15층,정,서울특별시 종로구 종로 1 (종로1가),126.97798332356757,37.57098570199635
바움심리상담센터,0507-1407-8275,https://blog.naver.com/arttherapy82,서울 강서구 공항대로 519 309호,서울특별시 강서구 공항대로 519 309호,정,서울특별시 강서구 공항대로 519 (등촌동),126.86414696558701,37.55174606162771
해늘 심리상담센터,0507-1431-7542,http://www.haeneul.co.kr,서울 송파구 백제고분로41길 10 해븐빌딩 401호,서울특별시 송파구 백제고분로41길 10 해븐빌딩 401호,정,서울특별시 송파구 백제고분로41길 10 (송파동),127.10839683116494,37.50714901025562
이아당 심리상담센터,02-555-6743,http://blog.naver.com/okokcenter,서울 중구 퇴계로18길 33 M+ SPACE 305호,서울특별시 중구 퇴계로18길 33 M+ SPACE 305호,정,서울특별시 중구 퇴계로18길 33 (남산동2가),126.98515556980605,37.559328649027385
샤인심리상담센터,0507-1327-4810,https://smartstore.naver.com/shinecenter,서울 동대문구 외대역동로 101 비바체 스터디카페 스터디룸 대여 후 진행,서울특별시 동대문구 외대역동로 101 비바체 스터디카페 스터디룸 대여 후 진행,정,서울특별시 동대문구 외대역동로 101 (이문동),127.06417765029846,37.59616291198216
더숲언어심리상담센터,02-556-0199,https://blog.naver.com/thesoopcenter,서울 강남구 남부순환로 2912 그랑프리엔상가 204호,서울특별시 강남구 남부순환로 2912 그랑프리엔상가 204호,정,서울특별시 강남구 남부순환로 2912 (대치동),127.05612645346812,37.49071626552579
마음의숲 심리상담센터,0507-1369-7499,http://www.mindforest24.com/,서울 강남구 언주로30길 13 대림아크로텔 2510호,서울특별시 강남구 언주로30길 13 대림아크로텔 2510호,정,서울특별시 강남구 언주로30길 13 (도곡동),127.05141497362047,37.48852586245378
봄날의 햇살 심리상담센터,02-2135-5536,https://27bomnal.modoo.at,서울 구로구 경인로 661 101동 14층 1401호,서울특별시 구로구 경인로 661 101동 14층 1401호,정,서울특별시 구로구 경인로 661 (신도림동),126.88798648216394,37.50966197301616
SRC언어심리상담센터,02-871-8201,http://www.srcmind.com,서울 관악구 보라매로 44 3층 SRC언어심리상담센터,서울특별시 관악구 보라매로 44 3층 SRC언어심리상담센터,정,서울특별시 관악구 보라매로 44 (봉천동),126.92739654175207,37.493174221413526
헤르츠 심리상담센터 잠실점,0507-1355-1634,http://www.hzcenter.co.kr/,서울 송파구 올림픽로 240 롯데마트 제타플렉스점 5층,서울특별시 송파구 올림픽로 240 롯데마트 제타플렉스점 5층,정,서울특별시 송파구 올림픽로 240 (잠실동),127.09822418437354,37.51148171731483
아동청소년심리상담센터 아이,02-922-7907,http://www.center-i.co.kr/,서울 성북구 개운사길 12,서울특별시 성북구 개운사길 12,정,서울특별시 성북구 개운사길 12 (안암동5가),127.02946256665871,37.586890317267496
움트심리상담센터,0507-1488-2780,https://ummmt.modoo.at,서울 구로구 디지털로32가길 18 910호,서울특별시 구로구 디지털로32가길 18 910호,정,서울특별시 구로구 디지털로32가길 18 (구로동),126.89846340568779,37.482680559049925
연세오푸스심리상담센터,02-2678-8880,https://opuscounsel.modoo.at,서울 영등포구 양평로 24-1 OK빌딩 4층,서울특별시 영등포구 양평로 24-1 OK빌딩 4층,정,서울특별시 영등포구 양평로 24-1 (당산동6가),126.90356638549343,37.53331309643572
마음상봉심리상담센터,0507-1445-5006,https://open.kakao.com/o/slR0K5pg,서울 중랑구 망우로 305 5층 503호,서울특별시 중랑구 망우로 305 5층 503호,정,서울특별시 중랑구 망우로 305 (상봉동),127.08612581631168,37.59692290843946
용기와회복 심리상담센터,0507-1411-2831,https://blog.naver.com/harinjeong_,"서울 은평구 통일로 739 301호(사무실, 상담실주소는 공지)","서울특별시 은평구 통일로 739 301호(사무실, 상담실주소는 공지)",정,서울특별시 은평구 통일로 739 (대조동),126.92873405168142,37.61125128900654
올리브 언어심리상담센터,02-6487-5236,https://olivetherapycenter.modoo.at,서울 동대문구 답십리로 68 2층(전농동),서울특별시 동대문구 답십리로 68 2층(전농동),정,서울특별시 동대문구 답십리로 68 (전농동),127.04840540822899,37.575368205567194
마음&마음심리상담센터,010-5963-0035,,서울 송파구 마천로26길 14 2층 203호,서울특별시 송파구 마천로26길 14 2층 203호,정,서울특별시 송파구 마천로26길 14 (오금동),127.13835970918869,37.50211634690641
소솜심리상담센터,010-5275-0090,,서울 강서구 마곡중앙로 76 힐스테이트에코 마곡역 4층 435호,서울특별시 강서구 마곡중앙로 76 힐스테이트에코 마곡역 4층 435호,정,서울특별시 강서구 마곡중앙로 76 (마곡동),126.82748025135528,37.560347921492514
심리상담센터 다감,0507-1445-7724,http://www.dagam.co,서울 송파구 송파대로 409 3층,서울특별시 송파구 송파대로 409 3층,정,서울특별시 송파구 송파대로 409 (석촌동),127.10828480711271,37.503500521197225
마음과 공간 심리상담센터,0507-1364-3176,https://blog.naver.com/skyclo,서울 강동구 성내로6길 14-5 다모아빌딩 201호,서울특별시 강동구 성내로6길 14-5 다모아빌딩 201호,정,서울특별시 강동구 성내로6길 14-5 (성내동),127.12244959273568,37.52940495739702
이화심리상담센터,0507-1343-5232,,서울 도봉구 노해로65길 17 창동 중앙빌딩 4층 402호 이화심리상담센터,서울특별시 도봉구 노해로65길 17 창동 중앙빌딩 4층 402호 이화심리상담센터,정,서울특별시 도봉구 노해로65길 17 (창동),127.04610528068375,37.652035173016344
펫로스 심리상담 센터 안녕,0507-1322-2538,http://goodbyefriend.modoo.at,서울 강남구 삼성로 508 LG 트윈텔2 1405호,서울특별시 강남구 삼성로 508 LG 트윈텔2 1405호,정,서울특별시 강남구 삼성로 508 (삼성동),127.05663305280454,37.507773554024034
담아듣는 심리상담센터,0507-1495-0316,https://blog.naver.com/imalllears,서울 강북구 삼양로149길 16-6,서울특별시 강북구 삼양로149길 16-6,정,서울특별시 강북구 삼양로149길 16-6 (우이동),127.01208917725374,37.65434453546941
나의쉼심리상담센터,0507-1433-5337,https://myrest.modoo.at,서울 강서구 마곡서로 152 두산더랜드타워 B동 9층 911호,서울특별시 강서구 마곡서로 152 두산더랜드타워 B동 9층 911호,정,서울특별시 강서구 마곡서로 152 (마곡동),126.8259795641117,37.56768658586281
에이치심리상담센터,0507-1331-8251,http://www.hpsy.co.kr/,서울 성북구 화랑로 118 유성빌딩 4층,서울특별시 성북구 화랑로 118 유성빌딩 4층,정,서울특별시 성북구 화랑로 118 (하월곡동),127.04473065568268,37.60404886174325
청담 사이심리상담센터,02-514-4200,http://www.42.or.kr/,서울 강남구 학동로59길 39,서울특별시 강남구 학동로59길 39,정,서울특별시 강남구 학동로59길 39 (청담동),127.04447486379252,37.519933819711135
하음 심리 상담센터,02-6463-2872,http://haum-center.com,서울 광진구 능동로 296 3층 302호,서울특별시 광진구 능동로 296 3층 302호,정,서울특별시 광진구 능동로 296 (능동),127.07923084234076,37.5560333336975
라파심리상담센터,0507-1405-7534,http://www.rapacenter.com/,서울 송파구 백제고분로40길 16 서광빌딩 301호,서울특별시 송파구 백제고분로40길 16 서광빌딩 301호,정,서울특별시 송파구 백제고분로40길 16 (석촌동),127.10659145731833,37.50313610081678
심리상담센터 너는 꽃,0507-1363-6627,https://blog.naver.com/flower_original,서울 서초구 서운로 11 서초대우디오빌,서울특별시 서초구 서운로 11 서초대우디오빌,정,서울특별시 서초구 서운로 11 (서초동),127.02909128471346,37.48499587121746
소이 심리상담센터,0507-1418-8263,https://blog.naver.com/msh1251,서울 성북구 보문로38길 11 돈암동일하이빌 2층 229호,서울특별시 성북구 보문로38길 11 돈암동일하이빌 2층 229호,정,서울특별시 성북구 보문로38길 11 (동소문동5가),127.01483914143252,37.591683866470234
피카부언어심리상담센터,0507-1321-9134,https://peekaboomagok.modoo.at,서울 강서구 공항대로 168 747타워 8층 801호,서울특별시 강서구 공항대로 168 747타워 8층 801호,유,서울특별시 강서구 공항대로 168 (마곡동),126.82613914447718,37.559249589273136
웰트리심리상담센터,02-6335-6331,http://welltree.itpage.kr,서울 양천구 신월로 164,서울특별시 양천구 신월로 164,정,서울특별시 양천구 신월로 164 (신월동),126.84201533459374,37.51778698329578
마음온기심리상담센터,010-2313-7659,https://warmhearted.modoo.at,서울 성동구 고산자로 253 1303호,서울특별시 성동구 고산자로 253 1303호,정,서울특별시 성동구 고산자로 253 (도선동),127.0355839538101,37.56240419155655
심리상담센터 공감,02-6949-4994,http://gonggamspace.com,서울 양천구 목동중앙본로 37 2층,서울특별시 양천구 목동중앙본로 37 2층,정,서울특별시 양천구 목동중앙본로 37 (목동),126.86900972006411,37.53941719853875
숨비소리 심리상담센터,0507-1326-4187,https://sumbisori.modoo.at/,서울 송파구 백제고분로51길 23 902호,서울특별시 송파구 백제고분로51길 23 902호,정,서울특별시 송파구 백제고분로51길 23 (방이동),127.11287274114775,37.516508372291575
홀트서울심리상담센터,02-331-7192,https://www.holt.or.kr/heal,"서울 마포구 양화로1길 22 4층, 5층","서울특별시 마포구 양화로1길 22 4층, 5층",정,서울특별시 마포구 양화로1길 22 (합정동),126.91072701903457,37.5496863207078
좋은관계심리상담센터,0507-1348-5481,https://joeungwangye.modoo.at,서울 서초구 강남대로61길 19 대우벨라채 오피스텔,서울특별시 서초구 강남대로61길 19 대우벨라채 오피스텔,정,서울특별시 서초구 강남대로61길 19 (서초동),127.02470201557986,37.49853467666764
숨비소리심리상담센터,0507-1341-0427,https://sumbisoricounseling.modoo.at,서울 강서구 마곡중앙6로 66 퀸즈파크텐,서울특별시 강서구 마곡중앙6로 66 퀸즈파크텐,정,서울특별시 강서구 마곡중앙6로 66 (마곡동),126.83436723463834,37.55989816881982
강남맘편한심리상담센터,02-573-5955,https://www.simnisangdam.co.kr,서울 강남구 논현로14길 18 5층,서울특별시 강남구 논현로14길 18 5층,정,서울특별시 강남구 논현로14길 18 (개포동),127.04873803067399,37.475674119730925
맘앤이지심리상담센터,0507-1356-2795,https://blog.naver.com/momneasy,서울 성북구 종암로 107 광성빌딩 4층,서울특별시 성북구 종암로 107 광성빌딩 4층,정,서울특별시 성북구 종암로 107 (종암동),127.03389718722312,37.59968966274745
이화아동청소년상담센터,0507-1387-7222,http://www.ewhahealing.kr/,서울 양천구 목동동로 10,서울특별시 양천구 목동동로 10,정,서울특별시 양천구 목동동로 10 (신정동),126.85769229843253,37.51330259419496
로뎀나무 진로설계 & 심리상담센터,0507-1459-5701,https://blog.naver.com/rodemtree_2c,서울 영등포구 가마산로 404 2층,서울특별시 영등포구 가마산로 404 2층,정,서울특별시 영등포구 가마산로 404 (신길동),126.90176931927732,37.50343729774062
마인드앤소울 심리상담센터,02-6928-3511,http://www.mindnsoul.co.kr,서울 강남구 선릉로 570 정진빌딩 2층,서울특별시 강남구 선릉로 570 정진빌딩 2층,정,서울특별시 강남구 선릉로 570 (삼성동),127.04443771974456,37.509417182613475
리더스브레인DMC심리상담센터,1800-1137,http://www.dmcbrain.com,서울 은평구 수색로 285 2층,서울특별시 은평구 수색로 285 2층,정,서울특별시 은평구 수색로 285 (수색동),126.89273464997069,37.58328748234098
"슬기로운 부부, 가족 심리상담센터",010-6834-8884,https://wisecounsel.modoo.at,서울 강남구 강남대로 256 대우양재디오빌 1507호,서울특별시 강남구 강남대로 256 대우양재디오빌 1507호,정,서울특별시 강남구 강남대로 256 (도곡동),127.03355302307331,37.48643227839819
마음시 심리상담센터,0507-1380-9081,https://blog.naver.com/maumtime,서울 광진구 능동로37길 6 AZ0213오피스텔 203호,서울특별시 광진구 능동로37길 6 AZ0213오피스텔 203호,정,서울특별시 광진구 능동로37길 6 (중곡동),127.07959142722432,37.55819470445486
좋은향기 왕성심리상담센터,02-871-8733,http://wscounsel.org,서울 관악구 신림로58가길 6,서울특별시 관악구 신림로58가길 6,정,서울특별시 관악구 신림로58가길 6 (신림동),126.93093381890503,37.48201083201336
신촌EFT심리상담센터,0507-1358-7853,https://blog.naver.com/k-eft,서울 마포구 서강로 102 유니시티 402호,서울특별시 마포구 서강로 102 유니시티 402호,정,서울특별시 마포구 서강로 102 (신수동),126.9333555572002,37.55200327238265
연세서울로심리상담센터,0507-1350-5394,https://litt.ly/seoullocounsel,서울 중구 중림로 50-1 SKY1004빌딩 1동 비201호,서울특별시 중구 중림로 50-1 SKY1004빌딩 1동 비201호,정,서울특별시 중구 중림로 50-1 (만리동1가),126.96818988212512,37.55706701871572
애린발달심리상담센터,02-979-7770,,서울 노원구 노원로18길 41 동천재활체육센터 지하2층,서울특별시 노원구 노원로18길 41 동천재활체육센터 지하2층,정,서울특별시 노원구 노원로18길 41 (하계동),127.07285167189181,37.64450691921862
심리상담센터 하늘숲,02-445-7778,https://sky-forest.co.kr/,서울 광진구 아차산로 431 강변에스케이뷰상가 제2동 106호,서울특별시 광진구 아차산로 431 강변에스케이뷰상가 제2동 106호,정,서울특별시 광진구 아차산로 431 (구의동),127.09016331810632,37.53864652602675
닥터스전화심리상담센터,0507-1474-9750,https://comdactyoung.com,서울 강남구 테헤란로 327 빅토리아빌딩 1115호,서울특별시 강남구 테헤란로 327 빅토리아빌딩 1115호,정,서울특별시 강남구 테헤란로 327 (역삼동),127.04724489085963,37.504419095123446
넉넉한품 심리상담센터,0507-1374-0817,https://blog.naver.com/nuknukumm,서울 구로구 부일로1길 30 3층 302호,서울특별시 구로구 부일로1길 30 3층 302호,정,서울특별시 구로구 부일로1길 30 (온수동),126.8204396606276,37.492384506684374
열린언어심리상담센터,010-2468-7816,http://www.xn--jk1bk1kla153eizcb1f1a29b.kr/,서울 관악구 난곡로 297 2층,서울특별시 관악구 난곡로 297 2층,정,서울특별시 관악구 난곡로 297 (신림동),126.9144973848154,37.48052152560235
더좋은심리상담센터,02-935-1005,,서울 노원구 상계로 51 6층,서울특별시 노원구 상계로 51 6층,정,서울특별시 노원구 상계로 51 (상계동),127.06083372566701,37.65598391977231
봄 심리상담센터,010-7657-5149,https://blog.naver.com/bom-center,"서울 강북구 인수봉로 313 대얼빌딩, 1층","서울특별시 강북구 인수봉로 313 대얼빌딩, 1층",정,서울특별시 강북구 인수봉로 313 (수유동),127.01034706234972,37.646749478222354
마음소통 심리상담센터,010-7663-5246,https://blog.naver.com/pkhope,서울 송파구 올림픽로35가길 11 한신코아오피스텔 217호,서울특별시 송파구 올림픽로35가길 11 한신코아오피스텔 217호,정,서울특별시 송파구 올림픽로35가길 11 (신천동),127.10402168087066,37.51640160604788
힐링최면심리상담센터,010-5457-5768,https://blog.naver.com/healinghypnosis,서울 강서구 마곡서로 152 두산더랜드타워 B동 918호,서울특별시 강서구 마곡서로 152 두산더랜드타워 B동 918호,정,서울특별시 강서구 마곡서로 152 (마곡동),126.8259795641117,37.56768658586281
모드니심리상담센터,010-5750-9138,https://counselormodny.modoo.at,서울 마포구 양화로 56 11층 1108호,서울특별시 마포구 양화로 56 11층 1108호,정,서울특별시 마포구 양화로 56 (서교동),126.91506091978985,37.54974390670666
자작나무숲 심리상담센터,02-939-6175,https://birchwood.modoo.at,서울 노원구 동일로237길 46 2층,서울특별시 노원구 동일로237길 46 2층,정,서울특별시 노원구 동일로237길 46 (상계동),127.05284828023672,37.67367018822504
진심리상담센터,0507-1347-9120,https://jinsimry.modoo.at,서울 중랑구 동일로 952 로프트원 3층 305호,서울특별시 중랑구 동일로 952 로프트원 3층 305호,정,서울특별시 중랑구 동일로 952 (묵동),127.07688966186566,37.61535597107902
새롬심리상담센터,02-493-4493,http://saerom1.modoo.at,서울 중랑구 면목로28길 7 2층,서울특별시 중랑구 면목로28길 7 2층,정,서울특별시 중랑구 면목로28길 7 (면목동),127.08576854554288,37.57493780130595
마이스토리심리상담센터 강남본점,02-557-1275,http://www.mystoryis.kr/,서울 강남구 강남대로 310 유니온센터 802호 마이스토리,서울특별시 강남구 강남대로 310 유니온센터 802호 마이스토리,정,서울특별시 강남구 강남대로 310 (역삼동),127.03148571079113,37.49098329300037
본심리상담센터,010-2531-4793,http://www.naturepsychotherapy.com/,서울 용산구 한강대로 205 용산파크자이 D동 1009호,서울특별시 용산구 한강대로 205 용산파크자이 D동 1009호,정,서울특별시 용산구 한강대로 205 (한강로1가),126.97203715697033,37.53698220191922
마음편한 심리상담센터,0507-1478-3117,http://easyheart.net,서울 강서구 화곡로 246,서울특별시 강서구 화곡로 246,정,서울특별시 강서구 화곡로 246 (화곡동),126.84584246502335,37.54694871214497
곁에함께 심리상담센터,0507-1376-5221,https://withyoupsy.modoo.at/,서울 강남구 테헤란로 113 1709호,서울특별시 강남구 테헤란로 113 1709호,정,서울특별시 강남구 테헤란로 113 (역삼동),127.02953329297542,37.49897767493022
온라인 심리상담센터 쉼,0507-1371-8531,https://www.counselingshim.com,서울 서대문구 통일로 397 . 1004호,서울특별시 서대문구 통일로 397 . 1004호,정,서울특별시 서대문구 통일로 397 (홍제동),126.94744683297941,37.585134420392365
한국임상정신분석심리상담센터ICP,0507-1342-4313,https://blog.naver.com/icp-korea,서울 서초구 강남대로 525-3 3층,서울특별시 서초구 강남대로 525-3 3층,정,서울특별시 서초구 강남대로 525-3 (반포동),127.02192076483676,37.508765785519365
번지심리상담센터,0507-1316-6917,http://mindbungee.co.kr,서울 구로구 디지털로27가길 17 오닉스타워 701호,서울특별시 구로구 디지털로27가길 17 오닉스타워 701호,정,서울특별시 구로구 디지털로27가길 17 (구로동),126.89231723415762,37.4843366238006
마음의 정원 최면심리상담센터,010-2420-5977,https://jwon3977.modoo.at,서울 영등포구 선유로 27,서울특별시 영등포구 선유로 27,정,서울특별시 영등포구 선유로 27 (문래동5가),126.88798750461049,37.516603438740525
오늘심리상담센터,0507-1458-6695,https://oneulpsychology.imweb.me/,서울 용산구 한강대로 69 2층 상가동 221-2호,서울특별시 용산구 한강대로 69 2층 상가동 221-2호,정,서울특별시 용산구 한강대로 69 (한강로2가),126.9653382577769,37.527560663111935
서장 심리상담센터,0507-1331-5078,,서울 강서구 화곡로26가길 43-9,서울특별시 강서구 화곡로26가길 43-9,정,서울특별시 강서구 화곡로26가길 43-9 (화곡동),126.83803734794373,37.53990997675107
아동청소년발달심리상담센터 믿음,02-6219-7575,http://cafe.naver.com/midum62197575,서울 양천구 중앙로32길 61 현대프라자 507호,서울특별시 양천구 중앙로32길 61 현대프라자 507호,정,서울특별시 양천구 중앙로32길 61 (신정동),126.86023656430761,37.52001386196022
혜화숨심리상담센터,0507-1412-2565,,서울 종로구 창경궁로 256 5층,서울특별시 종로구 창경궁로 256 5층,정,서울특별시 종로구 창경궁로 256 (명륜2가),127.00021239379294,37.58407376727565
마음벗심리상담센터,0507-1325-3495,https://mindmate.modoo.at,서울 강서구 양천로 738 한강G트리타워 810호,서울특별시 강서구 양천로 738 한강G트리타워 810호,정,서울특별시 강서구 양천로 738 (염창동),126.87767103108631,37.54868177929981
동행 심리상담센터,0507-1326-7868,,서울 강북구 도봉로73길 9 스마트명가 1동 401호,서울특별시 강북구 도봉로73길 9 스마트명가 1동 401호,정,서울특별시 강북구 도봉로73길 9 (수유동),127.0232907520781,37.63203671262186
인정심리상담센터,0507-1424-8045,https://blog.naver.com/injung-counseling,서울 용산구 회나무로21길 15-15 1층,서울특별시 용산구 회나무로21길 15-15 1층,정,서울특별시 용산구 회나무로21길 15-15 (이태원동),126.99091919864821,37.540691207504906
한국심리상담센터 목동지점,0507-1406-7080,http://maeunforest,서울 양천구 신월로 209 운남빌딩 3층,서울특별시 양천구 신월로 209 운남빌딩 3층,정,서울특별시 양천구 신월로 209 (신월동),126.84518650040216,37.521036143931724
같이심리상담센터,02-2679-1911,https://blog.naver.com/together1911,서울 영등포구 양산로 128 백양빌딩 501호,서울특별시 영등포구 양산로 128 백양빌딩 501호,정,서울특별시 영등포구 양산로 128 (당산동1가),126.89720052270235,37.52378467330023
수아람심리상담센터,02-3667-4207,https://suaram.uriweb.kr/,서울 영등포구 영등포로5길 19 동아프라임밸리 8층 812호,서울특별시 영등포구 영등포로5길 19 동아프라임밸리 8층 812호,정,서울특별시 영등포구 영등포로5길 19 (양평동2가),126.88422202739898,37.52411714387318
영호심리상담센터,0507-1375-7247,https://blog.naver.com/younghosimri,서울 성동구 무학로6길 50 성동삼성쉐르빌 101동 221호,서울특별시 성동구 무학로6길 50 성동삼성쉐르빌 101동 221호,정,"서울특별시 성동구 무학로6길 50, 101동 (도선동)",127.03462339110955,37.56429516602257
한양아이소리심리상담센터 분당심리상담센터,031-717-2111,https://blog.naver.com/woomi1104,경기 성남시 분당구 백현로101번길 25 수내프라자 5층 한양아이소리 분당심리상담센터,경기도 성남시 분당구 백현로101번길 25 수내프라자 5층 한양아이소리 분당심리상담센터,정,경기도 성남시 분당구 백현로101번길 25 (수내동),127.11329347849906,37.37807358641227
힐마인드언어심리상담센터,02-2655-1048,http://www.healmind.co.kr/,서울 영등포구 당산로44길 3 삼성타운 701호,서울특별시 영등포구 당산로44길 3 삼성타운 701호,정,서울특별시 영등포구 당산로44길 3 (당산동5가),126.90107745207224,37.531914398687576
허그맘허그인 심리상담센터 동탄센터,031-378-3866,http://www.hugmom.co.kr/index.php?b_idx=center&b_type=center_1&ctList=7,경기 화성시 동탄대로 537 라스플로레스 412호,경기도 화성시 동탄대로 537 라스플로레스 412호,정,경기도 화성시 동탄대로 537 (오산동),127.09792362169983,37.20222202979927
연세드림심리상담센터,031-410-3272,https://blog.naver.com/nicolein,경기 안산시 단원구 광덕대로 161 웅신아트프라자 401호,경기도 안산시 단원구 광덕대로 161 웅신아트프라자 401호,정,경기도 안산시 단원구 광덕대로 161 (고잔동),126.82910884665152,37.310978040088244
몸과 마음 심리상담센터,010-4598-5977,https://blog.naver.com/umgeegim,서울 서초구 서초중앙로 18 2층 210호,서울특별시 서초구 서초중앙로 18 2층 210호,정,서울특별시 서초구 서초중앙로 18 (서초동),127.01735349735128,37.48403624218083
마음회관심리상담센터,0507-1387-9192,https://open.kakao.com/o/sMy4X6Nc,경기 수원시 영통구 광교중앙로248번길 7-2 원희캐슬 A동 605호,경기도 수원시 영통구 광교중앙로248번길 7-2 원희캐슬 A동 605호,정,경기도 수원시 영통구 광교중앙로248번길 7-2 (하동),127.06667073217872,37.29103334749268
나무심리상담센터,0507-1313-3629,http://namoocounseling.co.kr,서울 강남구 밤고개로1길 10 수서현대벤처빌 807호,서울특별시 강남구 밤고개로1길 10 수서현대벤처빌 807호,정,서울특별시 강남구 밤고개로1길 10 (수서동),127.10178451759938,37.488049129926644
다움심리상담센터,0507-1327-7906,,서울 동대문구 전농로10길 20 상가동 3층 310호,서울특별시 동대문구 전농로10길 20 상가동 3층 310호,정,서울특별시 동대문구 전농로10길 20 (답십리동),127.0583435014779,37.574688295175164
일산심리상담센터 win,0507-1480-2265,https://blog.naver.com/wincounselingcenter,경기 고양시 일산서구 중앙로 1406 6층,경기도 고양시 일산서구 중앙로 1406 6층,정,경기도 고양시 일산서구 중앙로 1406 (주엽동),126.76387452281007,37.66936619800861
